title, year, genre, img_path, synopsis
"Scorpion",2014,"Action, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BYmY2MjY2MGQtYjhjZi00OGY3LWFjMWUtMGQxZmUyODkzZmVkXkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_UX67_CR0,0,67,98_AL_.jpg","An eccentric genius forms an international network of super-geniuses to act as the last line of defense against the complicated threats of the modern world."
"True Detective",2014,"Crime, Drama, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BMmRlYmE0Y2UtNDk2Yi00NzczLWEwZTEtZmE2OTcyYzcxYmU5XkEyXkFqcGdeQXVyNTMxMjgxMzA@._V1_UY98_CR1,0,67,98_AL_.jpg","Seasonal anthology series in which police investigations unearth the personal and professional secrets of those involved, both within and outside the law."
"Interstellar",2014,"Adventure, Drama, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BZjdkOTU3MDktN2IxOS00OGEyLWFmMjktY2FiMmZkNWIyODZiXkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","A team of explorers travel through a wormhole in space in an attempt to ensure humanity's survival."
"The Librarians",2014,"Action, Adventure, Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BMTUyOTY5MDM0MF5BMl5BanBnXkFtZTgwNzU0MzAyNDM@._V1_UX67_CR0,0,67,98_AL_.jpg","A group of librarians set off on adventures in an effort to save mysterious, ancient artifacts."
"Star Wars: Rebels",2014,"Animation, Action, Adventure","https://images-na.ssl-images-amazon.com/images/M/MV5BOGJlYjUwMzgtNDdhNy00YWZiLTg4M2UtZGYxNGJmMGJkYjM0XkEyXkFqcGdeQXVyMjg5NDMwMQ@@._V1_UX67_CR0,0,67,98_AL_.jpg","A brave and clever ragtag starship crew stands up against the evil Empire as it tightens its grip on the galaxy and hunts down the last of the Jedi Knights."
"NCIS: New Orleans",2014,"Crime, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMjM3OTk1NTQyNF5BMl5BanBnXkFtZTgwMjU4NDQwMDI@._V1_UX67_CR0,0,67,98_AL_.jpg","A spin-off of NCIS (2003) about the local field office of NCIS that investigates criminal cases involving military personnel in The Big Easy, a city known for its music, entertainment and decadence. This colorful city that harbors a dark side is a magnet for service personnel on leave, and when overindulgence is followed by trouble, Special Agent Dwayne Pride's team is at its best."
"Jane the Virgin",2014,"Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MTAxMzc0MV5BMl5BanBnXkFtZTgwNDkyOTg1MzI@._V1_UY98_CR5,0,67,98_AL_.jpg","A young, devout Catholic woman discovers that she was accidentally artificially inseminated."
"Madam Secretary",2014,"Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BOWJiMTNiNDktZGM1ZS00NmU3LWFiNmQtNjc0ZjNlMTU5ZjAzXkEyXkFqcGdeQXVyNjg4NzAyOTA@._V1_UX67_CR0,0,67,98_AL_.jpg","A political drama which looks into the life of the Secretary of State as she tries to balance work with family."
"Kingsman: The Secret Service",2014,"Action, Adventure, Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BMTkxMjgwMDM4Ml5BMl5BanBnXkFtZTgwMTk3NTIwNDE@._V1_UX67_CR0,0,67,98_AL_.jpg","A spy organization recruits an unrefined, but promising street kid into the agency's ultra-competitive training program, just as a global threat emerges from a twisted tech genius."
"John Wick",2014,"Action, Crime, Thriller","https://images-na.ssl-images-amazon.com/images/M/MV5BMTU2NjA1ODgzMF5BMl5BanBnXkFtZTgwMTM2MTI4MjE@._V1_UX67_CR0,0,67,98_AL_.jpg","An ex-hitman comes out of retirement to track down the gangsters that took everything from him."
"Black-ish",2014,"Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BMjI3NTY2NTM0MV5BMl5BanBnXkFtZTgwMjE3MzgwMzI@._V1_UX67_CR0,0,67,98_AL_.jpg","A family man struggles to gain a sense of cultural identity while raising his kids in a predominantly white, upper-middle-class neighborhood."
"Guardians of the Galaxy",2014,"Action, Adventure, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BMTAwMjU5OTgxNjZeQTJeQWpwZ15BbWU4MDUxNDYxODEx._V1_UX67_CR0,0,67,98_AL_.jpg","A group of intergalactic criminals are forced to work together to stop a fanatical warrior from taking control of the universe."
"Black Sails",2014,"Adventure, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NjAyOTk5MV5BMl5BanBnXkFtZTgwNTI4OTMyMDI@._V1_UX67_CR0,0,67,98_AL_.jpg","Follows Captain Flint and his pirates twenty years prior to Robert Louis Stevenson's classic novel "Treasure Island.""
"Power",2014,"Crime, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMTg0NDMyMzEzOF5BMl5BanBnXkFtZTgwNTIzODQxMjI@._V1_UX67_CR0,0,67,98_AL_.jpg","James "Ghost" St. Patrick, a wealthy New York night club owner who has it all, catering for the city's elite and dreaming big, lives a double life as a drug kingpin."
"Gone Girl",2014,"Crime, Drama, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BYjgwY2E1N2QtNDJkMi00YzE4LThiYTItYWI5YmE4NWMzMGFhXkEyXkFqcGdeQXVyMjU3OTA4NzQ@._V1_UX67_CR0,0,67,98_AL_.jpg","With his wife's disappearance having become the focus of an intense media circus, a man sees the spotlight turned on him when it's suspected that he may not be innocent."
"Inside No. 9",2014,"Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BYTY1Y2UzMmItZDgzMC00Nzc1LTk3ZDAtYWM4MGFhNzdkYzU1XkEyXkFqcGdeQXVyMjQ1NjEyNzE@._V1_UY98_CR1,0,67,98_AL_.jpg","Anthology series which mixes dark humor with genres like crime, horror or drama. The show invites viewers into some very different No.9s, where the ordinary and mundane rub shoulders with the extraordinary and macabre."
"Whiplash",2014,"Drama, Music","https://images-na.ssl-images-amazon.com/images/M/MV5BOTVhMWQ5MDktMGE3OS00MjVlLWExZWYtMzY2MTg4ZGFiZDQ5L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_UX67_CR0,0,67,98_AL_.jpg","A promising young drummer enrolls at a cut-throat music conservatory where his dreams of greatness are mentored by an instructor who will stop at nothing to realize a student's potential."
"Ex Machina",2014,"Drama, Mystery, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BMTUxNzc0OTIxMV5BMl5BanBnXkFtZTgwNDI3NzU2NDE@._V1_UX67_CR0,0,67,98_AL_.jpg","A young programmer is selected to participate in a ground-breaking experiment in synthetic intelligence by evaluating the human qualities of a breath-taking humanoid A.I."
"Silicon Valley",2014,"Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BOTA4MTE3MTQwMF5BMl5BanBnXkFtZTgwNzk4MTg4MTI@._V1_UX67_CR0,0,67,98_AL_.jpg","Follows the struggle of Richard Hendricks, a silicon valley engineer trying to build his own company called Pied Piper"
"Paddington",2014,"Animation, Adventure, Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BMTAxOTMwOTkwNDZeQTJeQWpwZ15BbWU4MDEyMTI1NjMx._V1_UX67_CR0,0,67,98_AL_.jpg","A young Peruvian bear travels to London in search of a home. Finding himself lost and alone at Paddington Station, he meets the kindly Brown family, who offer him a temporary haven."
"The Last Ship",2014,"Action, Drama, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BMWY0MmUyNTAtMzZkMi00NmZkLTlkOGMtMDlhYjUyNWJmMjcxXkEyXkFqcGdeQXVyNTUwNjUzODc@._V1_UX67_CR0,0,67,98_AL_.jpg","The crew of a naval destroyer is forced to confront the reality of a new existence when a pandemic kills off most of the earth's population."
"The Leftovers",2014,"Drama, Fantasy, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BNTE3MDc1MjY4NV5BMl5BanBnXkFtZTgwMDg4MjQ4MTE@._V1_UX67_CR0,0,67,98_AL_.jpg","Three years after the disappearance of 2% of the global population, a group of people from New York struggle to continue their lives, while they cope with the tragedy of the unexplained nature of the event."
"BoJack Horseman",2014,"Animation, Comedy, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMjI2MDMxODAyMl5BMl5BanBnXkFtZTgwNjI1NTIzMzI@._V1_UX67_CR0,0,67,98_AL_.jpg","BoJack Horseman was the star of the hit TV show "Horsin' Around" in the 90's, now he's washed up, living in Hollywood, complaining about everything, and wearing colorful sweaters."
"Penny Dreadful",2014,"Drama, Fantasy, Horror","https://images-na.ssl-images-amazon.com/images/M/MV5BNmE5MDE0ZmMtY2I5Mi00Y2RjLWJlYjMtODkxODQ5OWY1ODdkXkEyXkFqcGdeQXVyNjU2NjA5NjM@._V1_UY98_CR0,0,67,98_AL_.jpg","Explorer Sir Malcolm Murray, American gunslinger Ethan Chandler, scientist Victor Frankenstein, and medium Vanessa Ives unite to combat supernatural threats in Victorian London."
"Lovesick",2014,"Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BMzdjNDU5ZTEtNTA3OC00MmZkLTk0MDAtNDM1OTg3Y2NmZGM1XkEyXkFqcGdeQXVyMjA4Njg4OTQ@._V1_UY98_CR1,0,67,98_AL_.jpg","After finding out he has an STD, Dylan must get back in touch with every girl he has ever had sex with to let them know the bad news."
"Gomorrah",2014,"Crime, Drama, Thriller","https://images-na.ssl-images-amazon.com/images/M/MV5BNjY5MDA2ZjktOWI1My00NzBiLTk1NWEtYjc5YmQzMDNiNmI2XkEyXkFqcGdeQXVyMjM2OTA5MjM@._V1_UY98_CR1,0,67,98_AL_.jpg","Ciro disregards tradition in his attempt to become the next boss of his crime syndicate. The internal power struggle puts him and his entire family's life at risk."
"When Calls the Heart",2014,"Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BNjUxNjQ5NjgwNV5BMl5BanBnXkFtZTgwMzQzMDA1ODE@._V1_UX67_CR0,0,67,98_AL_.jpg","Elizabeth Thatcher, a young school teacher from a wealthy Eastern family, migrates from the big city to teach school in a small coal mining town in the west."
"What We Do in the Shadows",2014,"Comedy, Horror","https://images-na.ssl-images-amazon.com/images/M/MV5BMjAwNDA5NzEwM15BMl5BanBnXkFtZTgwMTA1MDUyNDE@._V1_UX67_CR0,0,67,98_AL_.jpg","Viago, Deacon, and Vladislav are vampires who are finding that modern life has them struggling with the mundane - like paying rent, keeping up with the chore wheel, trying to get into nightclubs, and overcoming flatmate conflicts."
"Divergent",2014,"Adventure, Mystery, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxMzYwODE4OV5BMl5BanBnXkFtZTgwNDE5MzE2MDE@._V1_UX67_CR0,0,67,98_AL_.jpg","In a world divided by factions based on virtues, Tris learns she's Divergent and won't fit in. When she discovers a plot to destroy Divergents, Tris and the mysterious Four must find out what makes Divergents dangerous before it's too late."
"Z Nation",2014,"Action, Comedy, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMjM5MjIzMTkyN15BMl5BanBnXkFtZTgwMjE1OTE3MzI@._V1_UX67_CR0,0,67,98_AL_.jpg","Three years after the zombie virus has gutted the United States of America a team of everyday heroes must transport the only known survivor of the plague from New York to California, where the last functioning viral lab waits for his blood."
"The Affair",2014,"Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMjE2MzI1NTM1MV5BMl5BanBnXkFtZTgwNzA0MTUzMDI@._V1_UY98_CR0,0,67,98_AL_.jpg","A struggling novelist and a young waitress strike up an extramarital relationship that promises to forever change the course of their lives."
"The Grand Budapest Hotel",2014,"Adventure, Comedy, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMzM5NjUxOTEyMl5BMl5BanBnXkFtZTgwNjEyMDM0MDE@._V1_UX67_CR0,0,67,98_AL_.jpg","The adventures of Gustave H, a legendary concierge at a famous hotel from the fictional Republic of Zubrowka between the first and second World Wars, and Zero Moustafa, the lobby boy who becomes his most trusted friend."
"The Strain",2014,"Drama, Horror, Thriller","https://images-na.ssl-images-amazon.com/images/M/MV5BNDViNTc2MWUtMDA1Ni00MjMxLWJhNWEtYzM2OTBmNGE1N2NjXkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg","A mysterious viral outbreak with hallmarks of an ancient and evil strain of vampirism ravages the city of New York."
"Bosch",2014,"Crime, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BNjZjNjMyNDctZDNhOC00ODFlLTlmYzYtYjc2ZWMxNjNmYmE2XkEyXkFqcGdeQXVyNjI4OTg2Njg@._V1_UX67_CR0,0,67,98_AL_.jpg","An LAPD homicide detective works to solve the murder of a 13-year-old boy while standing trial in federal court for the murder of a serial killer."
"Fury",2014,"Action, Drama, War","https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4MDU0NTUyN15BMl5BanBnXkFtZTgwMzQxMzY4MjE@._V1_UX67_CR0,0,67,98_AL_.jpg","A grizzled tank commander makes tough decisions as he and his crew fight their way across Germany in April, 1945."
"The Imitation Game",2014,"Biography, Drama, History","https://images-na.ssl-images-amazon.com/images/M/MV5BOTgwMzFiMWYtZDhlNS00ODNkLWJiODAtZDVhNzgyNzJhYjQ4L2ltYWdlXkEyXkFqcGdeQXVyNzEzOTYxNTQ@._V1_UX67_CR0,0,67,98_AL_.jpg","During World War II, the English mathematical genius Alan Turing tries to crack the German Enigma code with help from fellow mathematicians."
"Lucy",2014,"Action, Sci-Fi, Thriller","https://images-na.ssl-images-amazon.com/images/M/MV5BODcxMzY3ODY1NF5BMl5BanBnXkFtZTgwNzg1NDY4MTE@._V1_UX67_CR0,0,67,98_AL_.jpg","A woman, accidentally caught in a dark deal, turns the tables on her captors and transforms into a merciless warrior evolved beyond human logic."
"The Fault in Our Stars",2014,"Drama, Romance","https://images-na.ssl-images-amazon.com/images/M/MV5BMjA4NzkxNzc5Ml5BMl5BanBnXkFtZTgwNzQ3OTMxMTE@._V1_UX67_CR0,0,67,98_AL_.jpg","Two teenage cancer patients begin a life-affirming journey to visit a reclusive author in Amsterdam."
"TEOTFW",2014,"Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BN2MyM2YxOTItNTM5Ni00NGI2LTgwYjktZjlkM2JjMGQyNGU4L2ltYWdlXkEyXkFqcGdeQXVyNDc4MzYyMDI@._V1_UY98_CR28,0,67,98_AL_.jpg","The short film that became a pilot for the TV series 'The End of the F**king World'"
"The Hobbit: The Battle of the Five Armies",2014,"Adventure, Fantasy","https://images-na.ssl-images-amazon.com/images/M/MV5BODAzMDgxMDc1MF5BMl5BanBnXkFtZTgwMTI0OTAzMjE@._V1_UX67_CR0,0,67,98_AL_.jpg","Bilbo and company are forced to engage in a war against an array of combatants and keep the Lonely Mountain from falling into the hands of a rising darkness."
"Godzilla",2014,"Action, Adventure, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BN2E4ZDgxN2YtZjExMS00MWE5LTg3NjQtNTkxMzJhOTA3MDQ4XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_UX67_CR0,0,67,98_AL_.jpg","The world is beset by the appearance of monstrous creatures, but one of them may be the only one who can save humanity.""Grace and Frankie",2015,"Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BNzE0ZWY0ZWEtN2EzNi00NDY1LWE0N2YtNWViYzE1YzY2ODNlXkEyXkFqcGdeQXVyMTkzODUwNzk@._V1_UY98_CR0,0,67,98_AL_.jpg","Finding out that their husbands are not just work partners, but have also been romantically involved for the last 20 years, two women with an already strained relationship try to cope with the circumstances together."
"American Crime Story",2015,"Biography, Crime, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BNzc2MzJmM2ItMjgzYy00MjgxLTljYjctZjJhYzM1ODFhMzU0XkEyXkFqcGdeQXVyMTMxODk2OTU@._V1_UX67_CR0,0,67,98_AL_.jpg","An anthology series centered around America's most notorious crimes and criminals."
"Lucifer",2015,"Crime, Drama, Fantasy","https://images-na.ssl-images-amazon.com/images/M/MV5BMjI4MTU0NzE1OF5BMl5BanBnXkFtZTgwODI3NDc0OTE@._V1_UX67_CR0,0,67,98_AL_.jpg","Lucifer Morningstar has decided he's had enough of being the dutiful servant in Hell and decides to spend some time on Earth to better understand humanity. He settles in Los Angeles - the City of Angels."
"Supergirl",2015,"Action, Adventure, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BOGM1M2NhMGMtZDMxNC00NGU1LWFmODMtOTRjMjdiYjVjN2MxXkEyXkFqcGdeQXVyNjYwMTg4NTg@._V1_UY98_CR5,0,67,98_AL_.jpg","The adventures of Superman's cousin in her own superhero career."
"The Magicians",2015,"Drama, Fantasy","https://images-na.ssl-images-amazon.com/images/M/MV5BNDUxZmFjNTEtYTM2Ny00YTUyLWEyOWYtNjRmN2I2ZTVjYzQ3XkEyXkFqcGdeQXVyODI5Njk4Nzk@._V1_UY98_CR0,0,67,98_AL_.jpg","After being recruited to a secretive academy, a group of students discover that the magic they read about as children is very real-and more dangerous than they ever imagined."
"Narcos",2015,"Biography, Crime, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMTU0ODQ4NDg2OF5BMl5BanBnXkFtZTgwNzczNTE4OTE@._V1_UX67_CR0,0,67,98_AL_.jpg","A chronicled look at the criminal exploits of Colombian drug lord Pablo Escobar, as well as the many other drug kingpins who plagued the country through the years."
"Sneaky Pete",2015,"Crime, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMzY5NzE5OTg5MV5BMl5BanBnXkFtZTgwMDkyNjU2NDM@._V1_UX67_CR0,0,67,98_AL_.jpg","A con man on the run from a vicious gangster takes cover by assuming the identity of his prison cellmate, Pete, reuniting with his estranged family, that threatens to drag him into a world ...                "
"Mr. Robot",2015,"Crime, Drama, Thriller","https://images-na.ssl-images-amazon.com/images/M/MV5BMTYzMDE2MzI4MF5BMl5BanBnXkFtZTgwNTkxODgxOTE@._V1_UX67_CR0,0,67,98_AL_.jpg","Follows Elliot, a young programmer working as a cyber-security engineer by day, and a vigilante hacker by night."
"Blindspot",2015,"Action, Crime, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BNjJiOGM3NmQtYzEwNS00ZTgyLWI2NTYtZGZmYjNmZjAzYTExXkEyXkFqcGdeQXVyNjMxNzcwOTI@._V1_UX67_CR0,0,67,98_AL_.jpg","Jane Doe is found in Times Square with no memory and mysterious tattoos on her body."
"Maze Runner: The Scorch Trials",2015,"Action, Sci-Fi, Thriller","https://images-na.ssl-images-amazon.com/images/M/MV5BMjE3MDU2NzQyMl5BMl5BanBnXkFtZTgwMzQxMDQ3NTE@._V1_UX67_CR0,0,67,98_AL_.jpg","After having escaped the Maze, the Gladers now face a new set of challenges on the open roads of a desolate landscape filled with unimaginable obstacles."
"Sicario",2015,"Action, Crime, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMjA5NjM3NTk1M15BMl5BanBnXkFtZTgwMzg1MzU2NjE@._V1_UX67_CR0,0,67,98_AL_.jpg","An idealistic FBI agent is enlisted by a government task force to aid in the escalating war against drugs at the border area between the U.S. and Mexico."
"Better Call Saul",2015,"Crime, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BODY2ODU0MTY5Nl5BMl5BanBnXkFtZTgwNjQ0OTc2MTI@._V1_UX67_CR0,0,67,98_AL_.jpg","The trials and tribulations of criminal lawyer, Jimmy McGill, in the time leading up to establishing his strip-mall law office in Albuquerque, New Mexico."
"The Last Man on Earth",2015,"Action, Comedy, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMTUwMDQ2NTM2NF5BMl5BanBnXkFtZTgwMTk1NTk4OTE@._V1_UX67_CR0,0,67,98_AL_.jpg","Almost two years after a virus wiped out most of the human race, Phil Miller only wishes for some company, but soon gets more than he bargained for when that company shows up in the form of other survivors."
"Chicago Med",2015,"Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMTdhNWI4N2YtN2NmNC00NTljLThjMzQtOGYyYjBlMDAwYjljXkEyXkFqcGdeQXVyNjMxNzcwOTI@._V1_UX67_CR0,0,67,98_AL_.jpg","An emotional thrill ride through the day-to-day chaos of the city's most explosive hospital and the courageous team of doctors who hold it together. They will tackle unique new cases ...                "
"Daredevil",2015,"Action, Crime, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BNzUwMDEyMTIxM15BMl5BanBnXkFtZTgwNDU3OTYyODE@._V1_UX67_CR0,0,67,98_AL_.jpg","Matt Murdock, with his other senses superhumanly enhanced, fights crime as a blind lawyer by day, and vigilante by night."
"Fifty Shades of Grey",2015,"Drama, Romance, Thriller","https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MTM4NDAzOF5BMl5BanBnXkFtZTgwNTMwNjI0MzE@._V1_UX67_CR0,0,67,98_AL_.jpg","Literature student Anastasia Steele's life changes forever when she meets handsome, yet tormented, billionaire Christian Grey."
"Superstore",2015,"Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BM2MyMWVlNzMtOTJiZS00NjVlLTk0NjgtNjc0MTY2ZmZkMDM1XkEyXkFqcGdeQXVyNjMxNzcwOTI@._V1_UX67_CR0,0,67,98_AL_.jpg","A look at the lives of employees at a big box store."
"The Martian",2015,"Adventure, Drama, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BMTc2MTQ3MDA1Nl5BMl5BanBnXkFtZTgwODA3OTI4NjE@._V1_UX67_CR0,0,67,98_AL_.jpg","An astronaut becomes stranded on Mars after his team assume him dead, and must rely on his ingenuity to find a way to signal to Earth that he is alive."
"Schitt's Creek",2015,"Comedy","https://images-na.ssl-images-amazon.com/images/M/MV5BMTQzMDMxNjE2OV5BMl5BanBnXkFtZTgwOTA4MDI0NDE@._V1_UY98_CR2,0,67,98_AL_.jpg","When rich video store magnate Johnny Rose, and his family suddenly find themselves broke, they are forced to leave their pampered lives to regroup in Schitt's Creek."
"The Man in the High Castle",2015,"Drama, Sci-Fi, Thriller","https://images-na.ssl-images-amazon.com/images/M/MV5BMjM4NzEyNTU2Nl5BMl5BanBnXkFtZTgwMTE3ODI0MDI@._V1_UX67_CR0,0,67,98_AL_.jpg","A glimpse into an alternate history of North America. What life after WWII may have been like if the Nazis had won the war."
"The Expanse",2015,"Drama, Mystery, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BMTYxNzI0NDY2OF5BMl5BanBnXkFtZTgwNDg0MDQyMTI@._V1_UX67_CR0,0,67,98_AL_.jpg","A police detective in the asteroid belt, the first officer of an interplanetary ice freighter and an earth-bound United Nations executive slowly discover a vast conspiracy that threatens the Earth's rebellious colony on the asteroid belt."
"Mad Max: Fury Road",2015,"Action, Adventure, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BYTY2MTlhMTItZGFiOS00ZGM5LTlhYjUtZWU4NmZmOWJmNzc0XkEyXkFqcGdeQXVyNDUzOTQ5MjY@._V1_UX67_CR0,0,67,98_AL_.jpg","A woman rebels against a tyrannical ruler in postapocalyptic Australia in search for her home-land with the help of a group of female prisoners, a psychotic worshipper, and a drifter named Max."
"Fear the Walking Dead",2015,"Drama, Horror, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BODM5ZTc0NTktY2M0My00NDU3LWI4MDUtY2QwMjdmMmZjODU0XkEyXkFqcGdeQXVyNzQ1ODk3MTQ@._V1_UX67_CR0,0,67,98_AL_.jpg","A Walking Dead spin-off, set in Los Angeles, following two families who must band together to survive the undead apocalypse."
"Sense8",2015,"Drama, Mystery, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BMTU3OTQwOTY2Ml5BMl5BanBnXkFtZTgwMjIzMjYxMjI@._V1_UX67_CR0,0,67,98_AL_.jpg","A group of people around the world are suddenly linked mentally, and must find a way to survive being hunted by those who see them as a threat to the world's order."
"The Last Kingdom",2015,"Action, History, Romance","https://images-na.ssl-images-amazon.com/images/M/MV5BMjE1MzYzNjk3OF5BMl5BanBnXkFtZTgwMzk0MzYwNzE@._V1_UX67_CR0,0,67,98_AL_.jpg","The year is 872, and many of the separate kingdoms of what we now know as England have fallen to the invading Danes, leaving the great kingdom of Wessex standing alone and defiant under the...                "
"Star Wars: The Force Awakens",2015,"Action, Adventure, Fantasy","https://images-na.ssl-images-amazon.com/images/M/MV5BOTAzODEzNDAzMl5BMl5BanBnXkFtZTgwMDU1MTgzNzE@._V1_UX67_CR0,0,67,98_AL_.jpg","Three decades after the Empire's defeat, a new threat arises in the militant First Order. Stormtrooper defector Finn and the scavenger Rey are caught up in the Resistance's search for the missing Luke Skywalker."
"Avengers: Age of Ultron",2015,"Action, Adventure, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BMTM4OGJmNWMtOTM4Ni00NTE3LTg3MDItZmQxYjc4N2JhNmUxXkEyXkFqcGdeQXVyNTgzMDMzMTg@._V1_UX67_CR0,0,67,98_AL_.jpg","When Tony Stark and Bruce Banner try to jump-start a dormant peacekeeping program called Ultron, things go horribly wrong and it's up to Earth's mightiest heroes to stop the villainous Ultron from enacting his terrible plan."
"Empire",2015,"Drama, Music","https://images-na.ssl-images-amazon.com/images/M/MV5BMDFhNjgzMDEtYThlZC00ZDEwLWI1NDEtYTk2YWY0MGM2ZjM0XkEyXkFqcGdeQXVyNjI0NDkwNjE@._V1_UX67_CR0,0,67,98_AL_.jpg","A hip-hop mogul must choose a successor among his three sons who are battling for control over his multi-million dollar company, while his ex-wife schemes to reclaim what is hers."
"The Hateful Eight",2015,"Crime, Drama, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BMjA1MTc1NTg5NV5BMl5BanBnXkFtZTgwOTM2MDEzNzE@._V1_UX67_CR0,0,67,98_AL_.jpg","In the dead of a Wyoming winter, a bounty hunter and his prisoner find shelter in a cabin currently inhabited by a collection of nefarious characters."
"Ash vs Evil Dead",2015,"Action, Comedy, Fantasy","https://images-na.ssl-images-amazon.com/images/M/MV5BMTYyMjQyNTE5MF5BMl5BanBnXkFtZTgwMjEyMjE2NDM@._V1_UX67_CR0,0,67,98_AL_.jpg","Ash has spent the last 30 years avoiding responsibility, maturity and the terrors of the Evil Dead until a Deadite plague threatens to destroy all of mankind and Ash becomes mankind's only hope."
"Jessica Jones",2015,"Action, Crime, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BNTA1OTAzNTExOF5BMl5BanBnXkFtZTgwNjQ1ODY3MzI@._V1_UX67_CR0,0,67,98_AL_.jpg","Following the tragic end of her brief superhero career, Jessica Jones tries to rebuild her life as a private investigator, dealing with cases involving people with remarkable abilities in New York City."
"Room",2015,"Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_UX67_CR0,0,67,98_AL_.jpg","A young boy is raised within the confines of a small shed."
"Jurassic World",2015,"Action, Adventure, Sci-Fi","https://images-na.ssl-images-amazon.com/images/M/MV5BNWEyNTE0YTEtY2FkMi00MmY3LTg4MWMtODdjYjRkNGM4ZTZhXkEyXkFqcGdeQXVyMzI0NDc4ODY@._V1_UX67_CR0,0,67,98_AL_.jpg","A new theme park, built on the original site of Jurassic Park, creates a genetically modified hybrid dinosaur, which escapes containment and goes on a killing spree."
"iZombie",2015,"Comedy, Crime, Drama","https://images-na.ssl-images-amazon.com/images/M/MV5BMTU1NDA1NDg4OF5BMl5BanBnXkFtZTgwMzU4MjA4MTI@._V1_UY98_CR5,0,67,98_AL_.jpg","A medical resident finds that being a zombie has its perks, which she uses to assist the police."
"Quantico",2015,"Crime, Drama, Mystery","https://images-na.ssl-images-amazon.com/images/M/MV5BOGRhZDJmMjMtZmYxNS00MTE0LTlhYmYtY2IyYjBjOGY0MjcxXkEyXkFqcGdeQXVyMzAzNTY3MDM@._V1_UX67_CR0,0,67,98_AL_.jpg","A look at the lives of young FBI recruits training at the Quantico base in Virginia when one of them is suspected of being a sleeper terrorist."
